Name,Sex,Team,NOC,Year,City,Type,Sport,Event,Medal,Sport ID,Type.1
Hasely Crawford,M,Trinidad and Tobago,TTO,1976,Montreal,Athletics,Athletics,Athletics Men's 100 metres,Gold,7,Athletics
Shawn Crawford,M,United States,USA,2004,Athina,Athletics,Athletics,Athletics Men's 200 metres,Gold,7,Athletics
Shawn Crawford,M,United States,USA,2004,Athina,Athletics,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,7,Athletics
Shawn Crawford,M,United States,USA,2008,Beijing,Athletics,Athletics,Athletics Men's 200 metres,Silver,7,Athletics
Yunaika Rogert,F,Cuba,CUB,2004,Athina,Athletics,Athletics,Athletics Women's Hammer Throw,Bronze,7,Athletics
Mark Crear,M,United States,USA,1996,Atlanta,Athletics,Athletics,Athletics Men's 110 metres Hurdles,Silver,7,Athletics
Mark Crear,M,United States,USA,2000,Sydney,Athletics,Athletics,Athletics Men's 110 metres Hurdles,Bronze,7,Athletics
John Cregan,M,United States,USA,1900,Paris,Athletics,Athletics,Athletics Men's 800 metres,Silver,7,Athletics
Julian Creus,M,Great Britain,GBR,1948,London,Endurance Sports,Weightlifting,Weightlifting Men's Bantamweight,Silver,72,Endurance Sports
Ernest Cribb,M,Santa Maria,CAN,1932,Los Angeles,Other Traditional Sports,Sailing,Sailing Mixed 8 metres,Silver,55,Other Traditional Sports
Charles Crichton,M,Dormy-1,GBR,1908,London,Other Traditional Sports,Sailing,Sailing Mixed 6 metres,Gold,55,Other Traditional Sports
Sebastian Crismanich,M,Argentina,ARG,2012,London,Combat Sports,Taekwondo,Taekwondo Men's Welterweight,Gold,64,Combat Sports
scar Gallo,M,Chile,CHI,1952,Helsinki,Equestrian,Equestrianism,"Equestrianism Men's Jumping, Individual",Silver,31,Equestrian
scar Gallo,M,Chile,CHI,1952,Helsinki,Equestrian,Equestrianism,"Equestrianism Men's Jumping, Team",Silver,31,Equestrian
Pierpaolo Cristofori,M,Italy,ITA,1984,Los Angeles,Other Traditional Sports,Modern Pentathlon,Modern Pentathlon Men's Team,Gold,46,Other Traditional Sports
James Jr.,M,United States,USA,1932,Los Angeles,Water Sports,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,61,Water Sports
Ian Crocker,M,United States,USA,2000,Sydney,Water Sports,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,61,Water Sports
Ian Crocker,M,United States,USA,2004,Athina,Water Sports,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,61,Water Sports
Ian Crocker,M,United States,USA,2004,Athina,Water Sports,Swimming,Swimming Men's 100 metres Butterfly,Silver,61,Water Sports
Ian Crocker,M,United States,USA,2004,Athina,Water Sports,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,61,Water Sports
Ian Crocker,M,United States,USA,2008,Beijing,Water Sports,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,61,Water Sports
June Croft,F,Great Britain,GBR,1980,Moskva,Water Sports,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,61,Water Sports
June Croft,F,Great Britain,GBR,1984,Los Angeles,Water Sports,Swimming,Swimming Women's 400 metres Freestyle,Bronze,61,Water Sports
Dirk Crois,M,Belgium,BEL,1984,Los Angeles,Water Sports,Rowing,Rowing Men's Double Sculls,Silver,52,Water Sports
Norma Croker-fleming,F,Australia,AUS,1956,Melbourne,Athletics,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,7,Athletics
Seymour Ii,M,United States,USA,1964,Tokyo,Water Sports,Rowing,Rowing Men's Double Sculls,Silver,52,Water Sports
Thomas Cronan,M,United States,USA,1906,Athina,Athletics,Athletics,Athletics Men's Triple Jump,Bronze,7,Athletics
Edward Jr.,M,United States,USA,1960,Roma,Combat Sports,Boxing,Boxing Men's Middleweight,Gold,13,Combat Sports
Charmaine (-thorsen),F,Canada,CAN,1984,Los Angeles,Athletics,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,7,Athletics
John Cropp,M,Jest,NZL,1956,Melbourne,Other Traditional Sports,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold,55,Other Traditional Sports
Percy Crosby,M,United States,USA,1932,Los Angeles,Artistic Sports,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",Silver,4,Artistic Sports
Emily Cross,F,United States,USA,2008,Beijing,Weapon Sports,Fencing,"Fencing Women's Foil, Team",Silver,32,Weapon Sports
Jessie (-west),F,United States,USA,1928,Amsterdam,Athletics,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,7,Athletics
Kendall Cross,M,United States,USA,1996,Atlanta,Combat Sports,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,73,Combat Sports
Mervyn Crossman,M,Australia,AUS,1964,Tokyo,Team Ball Sports,Hockey,Hockey Men's Hockey,Bronze,38,Team Ball Sports
Daniele Crosta,M,Italy,ITA,2000,Sydney,Weapon Sports,Fencing,"Fencing Men's Foil, Team",Bronze,32,Weapon Sports
William Crothers,M,Canada,CAN,1964,Tokyo,Athletics,Athletics,Athletics Men's 800 metres,Silver,7,Athletics
Ryan Crouser,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics,Athletics Men's Shot Put,Gold,7,Athletics
Kimberley Crow-brennan,F,Australia,AUS,2012,London,Water Sports,Rowing,Rowing Women's Single Sculls,Bronze,52,Water Sports
Kimberley Crow-brennan,F,Australia,AUS,2012,London,Water Sports,Rowing,Rowing Women's Double Sculls,Silver,52,Water Sports
Kimberley Crow-brennan,F,Australia,AUS,2016,Rio de Janeiro,Water Sports,Rowing,Rowing Women's Single Sculls,Gold,52,Water Sports
Charles Crowe,M,Canada,CAN,1908,London,Weapon Sports,Shooting,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",Bronze,56,Weapon Sports
Herbert Crowther,M,Great Britain,GBR,1906,Athina,Cycling Sports,Cycling,Cycling Men's 333 metres Time Trial,Silver,20,Cycling Sports
Herbert Crowther,M,Great Britain,GBR,1906,Athina,Cycling Sports,Cycling,"Cycling Men's 5,000 metres",Silver,20,Cycling Sports
Robert Cruickshank,M,Great Britain,GBR,1992,Barcelona,Other Traditional Sports,Sailing,Sailing Mixed Three Person Keelboat,Bronze,55,Other Traditional Sports
Anna Lebrato,F,Spain,ESP,2016,Rio de Janeiro,Team Ball Sports,Basketball,Basketball Women's Basketball,Silver,10,Team Ball Sports
Eglis Farfn,F,Cuba,CUB,2008,Beijing,Weapon Sports,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze,56,Weapon Sports
Joaquim Cruz,M,Brazil,BRA,1984,Los Angeles,Athletics,Athletics,Athletics Men's 800 metres,Gold,7,Athletics
Joaquim Cruz,M,Brazil,BRA,1988,Seoul,Athletics,Athletics,Athletics Men's 800 metres,Silver,7,Athletics
Ibolya (-kdr),F,Hungary,HUN,1936,Berlin,Athletics,Athletics,Athletics Women's High Jump,Gold,7,Athletics
Jzsef Csk,M,Hungary,HUN,1992,Barcelona,Combat Sports,Judo,Judo Men's Half-Lightweight,Silver,41,Combat Sports
Gyrgy Csnyi,M,Hungary,HUN,1952,Helsinki,Athletics,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,7,Athletics
Gbor Csap,M,Hungary,HUN,1976,Montreal,Team Ball Sports,Water Polo,Water Polo Men's Water Polo,Gold,71,Team Ball Sports
Gbor Csap,M,Hungary,HUN,1980,Moskva,Team Ball Sports,Water Polo,Water Polo Men's Water Polo,Bronze,71,Team Ball Sports
Gza Csap,M,Hungary,HUN,1972,Munich,Water Sports,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,17,Water Sports
Gza Csap,M,Hungary,HUN,1976,Montreal,Water Sports,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver,17,Water Sports
Jzsef Csatri,M,Hungary,HUN,1968,Mexico City,Combat Sports,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze,73,Combat Sports
Jzsef Csatri,M,Hungary,HUN,1972,Munich,Combat Sports,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze,73,Combat Sports
Lszl Jr.,M,Hungary,HUN,2004,Athina,Water Sports,Swimming,Swimming Men's 400 metres Individual Medley,Bronze,61,Water Sports
Lszl Jr.,M,Hungary,HUN,2008,Beijing,Water Sports,Swimming,Swimming Men's 200 metres Butterfly,Silver,61,Water Sports
Lszl Jr.,M,Hungary,HUN,2008,Beijing,Water Sports,Swimming,Swimming Men's 200 metres Individual Medley,Silver,61,Water Sports
Lszl Jr.,M,Hungary,HUN,2008,Beijing,Water Sports,Swimming,Swimming Men's 400 metres Individual Medley,Silver,61,Water Sports
Lszl Jr.,M,Hungary,HUN,2012,London,Water Sports,Swimming,Swimming Men's 200 metres Individual Medley,Bronze,61,Water Sports
Lszl Jr.,M,Hungary,HUN,2016,Rio de Janeiro,Water Sports,Swimming,Swimming Men's 100 metres Butterfly,Silver,61,Water Sports
Jzsef Csermk,M,Hungary,HUN,1952,Helsinki,Athletics,Athletics,Athletics Men's Hammer Throw,Gold,7,Athletics
Jzsef Csermely,M,Hungary,HUN,1968,Mexico City,Water Sports,Rowing,Rowing Men's Coxless Fours,Silver,52,Water Sports
va Csernoviczki,F,Hungary,HUN,2012,London,Combat Sports,Judo,Judo Women's Extra-Lightweight,Bronze,41,Combat Sports
Ferenc (lengvri-),M,Hungary,HUN,1936,Berlin,Water Sports,Swimming,Swimming Men's 100 metres Freestyle,Gold,61,Water Sports
Tibor Csk,M,Hungary,HUN,1948,London,Combat Sports,Boxing,Boxing Men's Bantamweight,Gold,13,Combat Sports
Margit Csillik,F,Hungary,HUN,1936,Berlin,Gymnastics,Gymnastics,Gymnastics Women's Team All-Around,Bronze,36,Gymnastics
Tamara Csipes,F,Hungary,HUN,2016,Rio de Janeiro,Water Sports,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold,17,Water Sports
Istvn Csizmadia,M,Hungary,HUN,1968,Mexico City,Water Sports,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,17,Water Sports
Szilveszter Csollny,M,Hungary,HUN,1996,Atlanta,Gymnastics,Gymnastics,Gymnastics Men's Rings,Silver,36,Gymnastics
Szilveszter Csollny,M,Hungary,HUN,2000,Sydney,Gymnastics,Gymnastics,Gymnastics Men's Rings,Gold,36,Gymnastics
Imre Cssz,M,Hungary,HUN,1992,Barcelona,Combat Sports,Judo,Judo Men's Heavyweight,Bronze,41,Combat Sports
Simion Cuciuc,M,Romania,ROU,1964,Tokyo,Water Sports,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,17,Water Sports
Milan Uda,M,Czechoslovakia,TCH,1964,Tokyo,Team Ball Sports,Volleyball,Volleyball Men's Volleyball,Silver,70,Team Ball Sports
Timothy Cuddihy,M,Australia,AUS,2004,Athina,Weapon Sports,Archery,Archery Men's Individual,Bronze,3,Weapon Sports
Collier Cudmore,M,Magdalen College Boat Club-1,GBR,1908,London,Water Sports,Rowing,Rowing Men's Coxless Fours,Gold,52,Water Sports
Edgar Cuepper,M,Belgium,BEL,1976,Montreal,Equestrian,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,31,Equestrian
Jean Cugnot,M,France,FRA,1924,Paris,Cycling Sports,Cycling,Cycling Men's Sprint,Bronze,20,Cycling Sports
Frank Cuhel,M,United States,USA,1928,Amsterdam,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Silver,7,Athletics
Cui Yongmei,F,China,CHN,1988,Seoul,Team Ball Sports,Volleyball,Volleyball Women's Volleyball,Bronze,70,Team Ball Sports
Cui Yongmei,F,China,CHN,1996,Atlanta,Team Ball Sports,Volleyball,Volleyball Women's Volleyball,Silver,70,Team Ball Sports
Joshua Culbreath,M,United States,USA,1956,Melbourne,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Bronze,7,Athletics
Bernd Cullmann,M,Germany,GER,1960,Roma,Athletics,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,7,Athletics
Javier Prez,M,Puerto Rico,PUR,2012,London,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Bronze,7,Athletics
Yumileidi Jay,F,Cuba,CUB,2004,Athina,Athletics,Athletics,Athletics Women's Shot Put,Gold,7,Athletics
Frank Cumiskey,M,United States,USA,1932,Los Angeles,Gymnastics,Gymnastics,Gymnastics Men's Team All-Around,Silver,36,Gymnastics
Arthur Cumming,M,Great Britain,GBR,1908,London,Winter Sports,Figure Skating,Figure Skating Men's Special Figures,Silver,33,Winter Sports
Stephen Cummings,M,Great Britain,GBR,2004,Athina,Cycling Sports,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,20,Cycling Sports
Laurence Cummins,M,Great Britain,GBR,1920,Antwerpen,Athletics,Athletics,"Athletics Men's Cross-Country, Team",Silver,7,Athletics
Edward Cummins,M,Western Golf Association-1,USA,1904,St. Louis,Small Ball Sports,Golf,Golf Men's Team,Gold,35,Small Ball Sports
Rsul Unayev,M,Azerbaijan,AZE,2016,Rio de Janeiro,Combat Sports,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze,73,Combat Sports
Glenn Cunningham,M,United States,USA,1936,Berlin,Athletics,Athletics,"Athletics Men's 1,500 metres",Silver,7,Athletics
Sandro Cuomo,M,Italy,ITA,1996,Atlanta,Weapon Sports,Fencing,"Fencing Men's epee, Team",Gold,32,Weapon Sports
Julio Curatella,M,Argentina,ARG,1936,Berlin,Water Sports,Rowing,Rowing Men's Coxless Pairs,Bronze,52,Water Sports
Sylvain Curinier,M,France,FRA,1992,Barcelona,Water Sports,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Silver,17,Water Sports
Charles Currey,M,Great Britain,GBR,1952,Helsinki,Other Traditional Sports,Sailing,Sailing Mixed One Person Dinghy,Silver,55,Other Traditional Sports
Lorne Currie,M,Scotia,GBR,1900,Paris,Other Traditional Sports,Sailing,Sailing Mixed Open,Gold,55,Other Traditional Sports
Lorne Currie,M,Scotia,GBR,1900,Paris,Other Traditional Sports,Sailing,Sailing Mixed 0.5-1 Ton,Gold,55,Other Traditional Sports
Robert Curry,M,United States,USA,1904,St. Louis,Combat Sports,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Gold,73,Combat Sports
Ann (-cuneo),F,United States,USA,1948,London,Water Sports,Swimming,Swimming Women's 100 metres Freestyle,Silver,61,Water Sports
Ann (-cuneo),F,United States,USA,1948,London,Water Sports,Swimming,Swimming Women's 400 metres Freestyle,Gold,61,Water Sports
Nina Curtis,F,Australia,AUS,2012,London,Other Traditional Sports,Sailing,Sailing Women's Three Person Keelboat,Silver,55,Other Traditional Sports
Thomas Curtis,M,United States,USA,1896,Athina,Athletics,Athletics,Athletics Men's 110 metres Hurdles,Gold,7,Athletics
Juan Curuchet,M,Argentina,ARG,2008,Beijing,Cycling Sports,Cycling,Cycling Men's Madison,Gold,20,Cycling Sports
Robert Cusack,M,Australia,AUS,1968,Mexico City,Water Sports,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,61,Water Sports
Clifton Cushman,M,United States,USA,1960,Roma,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Silver,7,Athletics
Elizabeth Cuthbert,F,Australia,AUS,1956,Melbourne,Athletics,Athletics,Athletics Women's 100 metres,Gold,7,Athletics
Elizabeth Cuthbert,F,Australia,AUS,1956,Melbourne,Athletics,Athletics,Athletics Women's 200 metres,Gold,7,Athletics
Elizabeth Cuthbert,F,Australia,AUS,1964,Tokyo,Athletics,Athletics,Athletics Women's 400 metres,Gold,7,Athletics
Juliet Cuthbert,F,Jamaica,JAM,1992,Barcelona,Athletics,Athletics,Athletics Women's 100 metres,Silver,7,Athletics
Juliet Cuthbert,F,Jamaica,JAM,1992,Barcelona,Athletics,Athletics,Athletics Women's 200 metres,Silver,7,Athletics
Juliet Cuthbert,F,Jamaica,JAM,1996,Atlanta,Athletics,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,7,Athletics
William Cuthbertson,M,Great Britain,GBR,1920,Antwerpen,Combat Sports,Boxing,Boxing Men's Flyweight,Bronze,13,Combat Sports
John Cutler,M,New Zealand,NZL,1988,Seoul,Other Traditional Sports,Sailing,Sailing Mixed One Person Dinghy,Bronze,55,Other Traditional Sports
Calistrat Cuov,M,Romania,ROU,1968,Mexico City,Combat Sports,Boxing,Boxing Men's Lightweight,Bronze,13,Combat Sports
Simion Cuov,M,Romania,ROU,1976,Montreal,Combat Sports,Boxing,Boxing Men's Lightweight,Silver,13,Combat Sports
Krystyna Czajkowska-rawska,F,Poland,POL,1964,Tokyo,Team Ball Sports,Volleyball,Volleyball Women's Volleyball,Bronze,70,Team Ball Sports
Kazimierz Czarnecki,M,Poland,POL,1976,Montreal,Endurance Sports,Weightlifting,Weightlifting Men's Lightweight,Bronze,72,Endurance Sports
Kurt Czekalla,M,East Germany,GDR,1968,Mexico City,Weapon Sports,Shooting,Shooting Mixed Trap,Bronze,56,Weapon Sports
Attila Czene,M,Hungary,HUN,1992,Barcelona,Water Sports,Swimming,Swimming Men's 200 metres Individual Medley,Bronze,61,Water Sports
Attila Czene,M,Hungary,HUN,1996,Atlanta,Water Sports,Swimming,Swimming Men's 200 metres Individual Medley,Gold,61,Water Sports
Kinga Czigny,F,Hungary,HUN,1992,Barcelona,Water Sports,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold,17,Water Sports
Grzegorz Cziura,M,Poland,POL,1976,Montreal,Endurance Sports,Weightlifting,Weightlifting Men's Bantamweight,Silver,72,Endurance Sports
Agnieszka (-sadowska),F,Poland,POL,1980,Moskva,Water Sports,Swimming,Swimming Women's 400 metres Individual Medley,Bronze,61,Water Sports
Maciej Czyowicz,M,Poland,POL,1992,Barcelona,Other Traditional Sports,Modern Pentathlon,Modern Pentathlon Men's Team,Gold,46,Other Traditional Sports
Francesco D'aniello,M,Italy,ITA,2008,Beijing,Weapon Sports,Shooting,Shooting Men's Double Trap,Silver,56,Weapon Sports
lisabeth (-macready),F,France,FRA,1920,Antwerpen,Racket Sports,Tennis,Tennis Women's Doubles,Bronze,65,Racket Sports
Jos Conceio,M,Brazil,BRA,1952,Helsinki,Athletics,Athletics,Athletics Men's High Jump,Bronze,7,Athletics
Afrnio Costa,M,Brazil,BRA,1920,Antwerpen,Weapon Sports,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver,56,Weapon Sports
Adhemar Silva,M,Brazil,BRA,1952,Helsinki,Athletics,Athletics,Athletics Men's Triple Jump,Gold,7,Athletics
Adhemar Silva,M,Brazil,BRA,1956,Melbourne,Athletics,Athletics,Athletics Men's Triple Jump,Gold,7,Athletics
Andr Silva,M,Brazil,BRA,1996,Atlanta,Athletics,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,7,Athletics
Andr Silva,M,Brazil,BRA,2000,Sydney,Athletics,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,7,Athletics
Mayra Silva,F,Brazil,BRA,2012,London,Combat Sports,Judo,Judo Women's Half-Heavyweight,Bronze,41,Combat Sports
Mayra Silva,F,Brazil,BRA,2016,Rio de Janeiro,Combat Sports,Judo,Judo Women's Half-Heavyweight,Bronze,41,Combat Sports
Rafael Silva,M,Brazil,BRA,2012,London,Combat Sports,Judo,Judo Men's Heavyweight,Bronze,41,Combat Sports
Rafael Silva,M,Brazil,BRA,2016,Rio de Janeiro,Combat Sports,Judo,Judo Men's Heavyweight,Bronze,41,Combat Sports
Rbson Silva,M,Brazil,BRA,1988,Seoul,Athletics,Athletics,Athletics Men's 200 metres,Bronze,7,Athletics
Henrique Silveira,M,Portugal,POR,1928,Amsterdam,Weapon Sports,Fencing,"Fencing Men's epee, Team",Bronze,32,Weapon Sports
Vencelas Tientcheu,M,France,FRA,2008,Beijing,Endurance Sports,Weightlifting,Weightlifting Men's Lightweight,Silver,72,Endurance Sports
Ali Dabir,M,Iran,IRI,2000,Sydney,Combat Sports,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,73,Combat Sports
Issaka Dabor,M,Niger,NIG,1972,Munich,Combat Sports,Boxing,Boxing Men's Light-Welterweight,Bronze,13,Combat Sports
Marek Dbrowski,M,Poland,POL,1972,Munich,Weapon Sports,Fencing,"Fencing Men's Foil, Team",Gold,32,Weapon Sports
Henning Dafel,M,South Africa,RSA,1920,Antwerpen,Athletics,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,7,Athletics
Costic Dafinoiu,M,Romania,ROU,1976,Montreal,Combat Sports,Boxing,Boxing Men's Light-Heavyweight,Bronze,13,Combat Sports
Robert Dagallier,M,France,FRA,1956,Melbourne,Weapon Sports,Fencing,"Fencing Men's epee, Team",Bronze,32,Weapon Sports
Barry Dagger,M,Great Britain,GBR,1984,Los Angeles,Weapon Sports,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze,56,Weapon Sports
Timothy Daggett,M,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,36,Gymnastics
Gustave Daghelinckx,M,Belgium,BEL,1924,Paris,Cycling Sports,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,20,Cycling Sports
Mustafa Dastanl,M,Turkey,TUR,1956,Melbourne,Combat Sports,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,73,Combat Sports
Mustafa Dastanl,M,Turkey,TUR,1960,Roma,Combat Sports,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,73,Combat Sports
tienne Dagon,M,Switzerland,SUI,1984,Los Angeles,Water Sports,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,61,Water Sports
Christopher Dahl,M,Elisabeth V,NOR,1924,Paris,Other Traditional Sports,Sailing,Sailing Mixed 6 metres,Gold,55,Other Traditional Sports
Edward Dahl,M,Sweden,SWE,1906,Athina,Athletics,Athletics,Athletics Men's 5 mile,Bronze,7,Athletics
Dan Dahlby,M,Sweden,SWE,2012,London,Weapon Sports,Shooting,Shooting Men's Double Trap,Silver,56,Weapon Sports
Mona (-sivertsen),F,Norway,NOR,1992,Barcelona,Team Ball Sports,Handball,Handball Women's Handball,Silver,37,Team Ball Sports
Gunn Dahle-flesj,F,Norway,NOR,2004,Athina,Cycling Sports,Cycling,"Cycling Women's Mountainbike, Cross-Country",Gold,20,Cycling Sports
Heike (-mller),F,East Germany,GDR,1980,Moskva,Water Sports,Swimming,Swimming Women's 800 metres Freestyle,Bronze,61,Water Sports
